Date,Open,High,Low,Close,Adj Close,Volume
2022-04-17,84.0,85.0,79.0,79.0,79.0,528900.0
2022-04-18,80.0,88.0,74.0,82.0,82.0,772700.0
2022-04-19,82.0,92.0,79.0,81.0,81.0,1483700.0
2022-04-20,81.0,85.0,79.0,80.0,80.0,146300.0
2022-04-21,80.0,90.0,80.0,84.0,84.0,2427200.0
2022-04-22,84.0,86.0,83.0,83.0,83.0,108800.0
2022-04-23,84.0,86.0,83.0,83.0,83.0,108800.0
2022-04-24,84.0,86.0,83.0,83.0,83.0,108800.0
2022-04-25,83.0,83.0,81.0,82.0,82.0,618800.0
2022-04-26,84.0,90.0,79.0,80.0,80.0,2799600.0
2022-04-27,80.0,83.0,79.0,79.0,79.0,267400.0
2022-04-28,82.0,82.0,79.0,80.0,80.0,22100.0
2022-04-29,82.0,82.0,79.0,80.0,80.0,22100.0
2022-04-30,82.0,82.0,79.0,80.0,80.0,22100.0
